Event ID,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
05292,Eric Bellinger,"pop, r&b",14-03-2024,The Belasco,Los Angeles,CA,"1,100",10
05293,Eric Bellinger,"pop, r&b",01-03-2024,The Fillmore,Philadelphia,PA,"8,722",23
05294,Eric Bellinger,"pop, r&b",23-02-2024,Paradise Rock Club,Boston,MA,,10
05295,Eric Bellinger,"pop, r&b",08-02-2024,Showbox,Seattle,WA,,10
05296,Eric Bellinger,"pop, r&b",03-02-2024,Ace of Spades,Sacramento,CA,,27
05297,Eric Bellinger,"pop, r&b",02-02-2024,The New Parish,Oakland,CA,,27
05298,Mogwai,"rock, other",11-03-2024,ACL Live at The Moody Theater,Austin,TX,,14
05299,The Wrecks,"indie, pop",21-11-2024,The Roxy,West Hollywood,CA,,17
05300,The Wrecks,"indie, pop",19-11-2024,Globe Hall,Denver,CO,,18
05301,The Wrecks,"indie, pop",16-11-2024,Cobra Lounge,Chicago,IL,,18
05302,The Wrecks,"indie, pop",13-11-2024,Baby's All Right,Brooklyn,NY,,17
05303,The Wrecks,"indie, pop",12-11-2024,The Sinclair,Cambridge,MA,,17
05304,Elmiene,r&b,07-05-2024,The Music Hall at World Cafe Live,Philadelphia,PA,,10
05305,Elmiene,r&b,28-04-2024,Roulette,Brooklyn,NY,,12
05306,Wale,"hip hop, pop, r&b, rap",15-11-2024,The Theater at MGM National Harbor,National Harbor,MD,,48
05307,Wale,"hip hop, pop, r&b, rap",07-11-2024,Iron City,Birmingham,AL,"1,300",10
05308,Wale,"hip hop, pop, r&b, rap",06-11-2024,Soul Kitchen,Mobile,AL,,10
05309,Wale,"hip hop, pop, r&b, rap",19-10-2024,Neptune Theatre,Seattle,WA,,10
05310,Wale,"hip hop, pop, r&b, rap",15-10-2024,The Depot,Salt Lake City,UT,"1,992",10
05311,Wale,"hip hop, pop, r&b, rap",27-09-2024,Tabernacle,Atlanta,GA,,10
05312,Wale,"hip hop, pop, r&b, rap",20-09-2024,Jannus Live,St. Petersburg,FL,"2,000",10
05313,Wale,"hip hop, pop, r&b, rap",19-09-2024,Revolution Live,Fort Lauderdale,FL,"1,300",10
05314,Wale,"hip hop, pop, r&b, rap",06-09-2024,Drai's Beachclub & Nightclub,Las Vegas,NV,,10
05315,Wale,"hip hop, pop, r&b, rap",02-06-2024,TD Pavilion at the Mann,Philadelphia,PA,,10
05316,Wale,"hip hop, pop, r&b, rap",14-05-2024,Drai's Beachclub & Nightclub,Las Vegas,NV,,10
05317,iDKHOW,"other, pop, world",27-11-2024,Rockwell at The Complex,Salt Lake City,UT,,20
05318,iDKHOW,"other, pop, world",25-11-2024,Slowdown,Omaha,NE,,10
05319,iDKHOW,"other, pop, world",24-11-2024,First Avenue,Minneapolis,MN,"1,550",21
05320,iDKHOW,"other, pop, world",22-11-2024,Deluxe at Old National Centre,Indianapolis,IN,,19
05321,iDKHOW,"other, pop, world",21-11-2024,Concord Music Hall,Chicago,IL,,19
05322,iDKHOW,"other, pop, world",19-11-2024,KEMBA Live!,Columbus,OH,"5,200",21
05323,iDKHOW,"other, pop, world",18-11-2024,Saint Andrew's Hall,Detroit,MI,"1,000",19
05324,iDKHOW,"other, pop, world",16-11-2024,Water Street Music Hall,Rochester,NY,,19
05325,iDKHOW,"other, pop, world",15-11-2024,Big Night Live,Boston,MA,,19
05326,iDKHOW,"other, pop, world",14-11-2024,The Theatre of Living Arts,Philadelphia,PA,,19
05327,iDKHOW,"other, pop, world",12-11-2024,Starland Ballroom,Sayreville,NJ,"2,500",20
05328,iDKHOW,"other, pop, world",11-11-2024,Lincoln Theatre,"Washington, D.C.",DC,"1,225",19
05329,iDKHOW,"other, pop, world",09-11-2024,Rams Head Live!,Baltimore,MD,"1,500",19
05330,iDKHOW,"other, pop, world",08-11-2024,The Ritz,Raleigh,NC,,18
05331,iDKHOW,"other, pop, world",07-11-2024,Heaven @ The Masquerade,Atlanta,GA,,18
05332,iDKHOW,"other, pop, world",06-11-2024,Jannus Live,St. Petersburg,FL,"2,000",18
05333,iDKHOW,"other, pop, world",04-11-2024,Iron City,Birmingham,AL,"1,300",20
05334,iDKHOW,"other, pop, world",03-11-2024,Joy Theater,New Orleans,LA,"1,250",18
05335,iDKHOW,"other, pop, world",01-11-2024,House of Blues,Houston,TX,"22,309",18
05336,iDKHOW,"other, pop, world",29-10-2024,Nile Theater,Mesa,AZ,,17
05337,iDKHOW,"other, pop, world",27-10-2024,Wiltern Theatre,Los Angeles,CA,,17
05338,iDKHOW,"other, pop, world",26-10-2024,House of Blues,Houston,TX,"22,309",17
05339,iDKHOW,"other, pop, world",05-10-2024,Long Center for the Performing Arts,Lafayette,IN,"1,100",10
05340,iDKHOW,"other, pop, world",05-10-2024,Zilker Park,Austin,TX,,10
05341,iDKHOW,"other, pop, world",04-10-2024,Empire Garage,Austin,TX,,16
05342,iDKHOW,"other, pop, world",31-08-2024,Fisher Green Stage,Seattle,WA,,12
05343,iDKHOW,"other, pop, world",08-06-2024,Art Dye Park,American Fork,UT,,14
05344,iDKHOW,"other, pop, world",11-05-2024,Embarcadero Marina Park North,San Diego,CA,,10
05345,iDKHOW,"other, pop, world",28-04-2024,Music Box,San Diego,CA,,18
05346,iDKHOW,"other, pop, world",27-04-2024,The Glass House,Pomona,CA,,20
05347,iDKHOW,"other, pop, world",26-04-2024,The Regent Theater,Los Angeles,CA,,19
05348,iDKHOW,"other, pop, world",24-04-2024,August Hall,San Francisco,CA,,19
05349,iDKHOW,"other, pop, world",21-04-2024,Hawthorne Theatre,Portland,OR,,20
05350,iDKHOW,"other, pop, world",19-04-2024,The Crocodile,Seattle,WA,,19
05351,iDKHOW,"other, pop, world",16-04-2024,Ogden Theatre,Denver,CO,"1,600",20
05352,iDKHOW,"other, pop, world",15-04-2024,The Black Sheep,Colorado Springs,CO,,19
05353,iDKHOW,"other, pop, world",13-04-2024,Delmar Hall,St. Louis,MO,,20
05354,iDKHOW,"other, pop, world",12-04-2024,Majestic Theatre,San Antonio,TX,"1,477",19
05355,iDKHOW,"other, pop, world",11-04-2024,Fine Line Music Cafe,Minneapolis,MN,,20
05356,iDKHOW,"other, pop, world",09-04-2024,The Rave II,Milwaukee,WI,,20
05357,iDKHOW,"other, pop, world",08-04-2024,Bottom Lounge,Chicago,IL,,20
05358,iDKHOW,"other, pop, world",06-04-2024,Newport Music Hall,Columbus,OH,,20
05359,iDKHOW,"other, pop, world",05-04-2024,The Shelter,Detroit,MI,,19
05360,iDKHOW,"other, pop, world",01-04-2024,Buffalo Iron Works,Buffalo,NY,,16
05361,iDKHOW,"other, pop, world",30-03-2024,Montage Music Hall,Rochester,NY,,20
05362,iDKHOW,"other, pop, world",29-03-2024,Brighton Music Hall,Boston,MA,,20
05363,iDKHOW,"other, pop, world",28-03-2024,Irving Plaza,New York City,NY,"1,025",20
05364,iDKHOW,"other, pop, world",26-03-2024,Brooklyn Bowl Philadelphia,Philadelphia,PA,,20
05365,iDKHOW,"other, pop, world",25-03-2024,The Atlantis,Washington,DC,,20
05366,iDKHOW,"other, pop, world",24-03-2024,The National,Richmond,VA,,21
05367,iDKHOW,"other, pop, world",23-03-2024,Motorco Music Hall,Durham,NC,,20
05368,iDKHOW,"other, pop, world",21-03-2024,Crowbar,Tampa,FL,,20
05369,iDKHOW,"other, pop, world",20-03-2024,Culture Room,Fort Lauderdale,FL,,20
05370,iDKHOW,"other, pop, world",19-03-2024,The Plaza Theatre,Orlando,FL,,20
05371,iDKHOW,"other, pop, world",17-03-2024,Hell @ The Masquerade,Atlanta,GA,,20
05372,iDKHOW,"other, pop, world",15-03-2024,Eastside Bowl,Nashville,TN,,20
05373,iDKHOW,"other, pop, world",27-02-2024,Kilby Court,Salt Lake City,UT,,20
05374,Elyanna,pop,05-11-2024,House of Blues,Houston,TX,"22,309",18
05375,Elyanna,pop,22-10-2024,The Fillmore Silver Spring,Silver Spring,MD,,10
05376,Elyanna,pop,19-10-2024,The Underground,Charlotte,NC,,20
05377,Elyanna,pop,12-10-2024,Zilker Park,Austin,TX,,10
05378,Elyanna,pop,11-08-2024,Golden Gate Park,San Francisco,CA,,10
05379,Elyanna,pop,01-08-2024,Grant Park,Chicago,IL,,10
05380,Elyanna,pop,09-06-2024,Flushing Meadows Corona Park,Queens,NY,,10
05381,Elyanna,pop,21-04-2024,"Main Green, Brown University",Providence,RI,,10
05382,Elyanna,pop,21-02-2024,The Observatory,Santa Ana,CA,,10
05383,Elyanna,pop,19-02-2024,The Independent,San Francisco,CA,,10
05384,Elyanna,pop,10-02-2024,Irving Plaza,New York City,NY,"1,025",10
05385,Elyanna,pop,29-01-2024,White Oak Downstairs,Houston,TX,,16
05386,Rise Against,"other, pop, rock",22-11-2024,The Sound,Gautier,MS,"8,000",16
05387,Rise Against,"other, pop, rock",20-11-2024,House of Blues,Houston,TX,"22,309",17
05388,Rise Against,"other, pop, rock",19-11-2024,The UC Theatre Taube Family Music Hall,Berkeley,CA,,16
05389,Rise Against,"other, pop, rock",17-11-2024,The Showbox SoDo,Seattle,WA,,16
05390,Rise Against,"other, pop, rock",15-11-2024,Roseland Theater,Portland,OR,"2,776",16
05391,Rise Against,"other, pop, rock",13-11-2024,Revolution Concert House & Event Center,Garden City,ID,,16
05392,Rise Against,"other, pop, rock",11-11-2024,Revel Entertainment Center,Albuquerque,NM,"3,000",16
05393,Rise Against,"other, pop, rock",09-11-2024,Stubb's Bar-B-Q,Austin,TX,,16
05394,Rise Against,"other, pop, rock",08-11-2024,House of Blues,Houston,TX,"22,309",16
05395,Rise Against,"other, pop, rock",07-11-2024,Cain's Ballroom,Tulsa,OK,"1,800",16
05396,Rise Against,"other, pop, rock",05-11-2024,Marathon Music Works,Nashville,TN,,16
05397,Rise Against,"other, pop, rock",04-11-2024,The Eastern,Atlanta,GA,,16
05398,Rise Against,"other, pop, rock",02-11-2024,Jannus Live,St. Petersburg,FL,"2,000",16
05399,Rise Against,"other, pop, rock",01-11-2024,House of Blues,Houston,TX,"22,309",16
05400,Rise Against,"other, pop, rock",30-10-2024,The National,Richmond,VA,,16
05401,Rise Against,"other, pop, rock",28-10-2024,9:30 Club,"Washington, D.C.",DC,"1,200",16
05402,Rise Against,"other, pop, rock",27-10-2024,9:30 Club,"Washington, D.C.",DC,"1,200",16
05403,Rise Against,"other, pop, rock",26-10-2024,Franklin Music Hall,Philadelphia,PA,"1,200",16
05404,Rise Against,"other, pop, rock",24-10-2024,Roadrunner,Boston,MA,"3,500",17
05405,Rise Against,"other, pop, rock",23-10-2024,State Theatre,Ithaca,NY,"1,600",16
05406,Rise Against,"other, pop, rock",22-10-2024,Brooklyn Paramount,Brooklyn,NY,,16
05407,Rise Against,"other, pop, rock",20-10-2024,Agora,Cleveland,OH,,16
05408,Rise Against,"other, pop, rock",19-10-2024,Royal Oak Music Theatre,Royal Oak,MI,"1,700",16
05409,Rise Against,"other, pop, rock",18-10-2024,The Salt Shed,Chicago,IL,,16
05410,Rise Against,"other, pop, rock",16-10-2024,The Pageant,St. Louis,MO,"2,300",16
05411,Rise Against,"other, pop, rock",14-10-2024,Fillmore Auditorium,Denver,CO,"3,700",16
05412,Rise Against,"other, pop, rock",11-10-2024,Discovery Park,Sacramento,CA,,10
05413,Rise Against,"other, pop, rock",17-05-2024,Historic Crew Stadium,Columbus,OH,,12
05414,Rise Against,"other, pop, rock",07-03-2024,The Republik,Honolulu,HI,,16
05415,State Champs,"other, pop, rock",08-12-2024,Webster Hall,New York City,NY,"1,500",22
05416,State Champs,"other, pop, rock",07-12-2024,Webster Hall,New York City,NY,"1,500",22
05417,State Champs,"other, pop, rock",06-12-2024,The Fillmore Philadelphia,Philadelphia,PA,,20
05418,State Champs,"other, pop, rock",04-12-2024,Citizens House of Blues Boston,Boston,MA,,21
05419,State Champs,"other, pop, rock",03-12-2024,The Fillmore Silver Spring,Silver Spring,MD,,21
05420,State Champs,"other, pop, rock",01-12-2024,House of Blues,Houston,TX,"22,309",21
05421,State Champs,"other, pop, rock",30-11-2024,Heaven @ The Masquerade,Atlanta,GA,,21
05422,State Champs,"other, pop, rock",29-11-2024,Cannery Hall,Nashville,TN,,21
05423,State Champs,"other, pop, rock",27-11-2024,Bogart's,Cincinnati,OH,,10
05424,State Champs,"other, pop, rock",24-11-2024,Agora,Cleveland,OH,,21
05425,State Champs,"other, pop, rock",23-11-2024,Egyptian Room at Old National Centre,Indianapolis,IN,,21
05426,State Champs,"other, pop, rock",22-11-2024,Majestic Theatre,San Antonio,TX,"1,477",21
05427,State Champs,"other, pop, rock",19-11-2024,Summit Music Hall,Denver,CO,,21
05428,State Champs,"other, pop, rock",18-11-2024,The Depot,Salt Lake City,UT,"1,992",20
05429,State Champs,"other, pop, rock",16-11-2024,The Showbox SoDo,Seattle,WA,,21
05430,State Champs,"other, pop, rock",15-11-2024,Crystal Ballroom,Portland,OR,,21
05431,State Champs,"other, pop, rock",14-11-2024,The UC Theatre Taube Family Music Hall,Berkeley,CA,,20
05432,State Champs,"other, pop, rock",13-11-2024,House of Blues,Houston,TX,"22,309",21
05433,State Champs,"other, pop, rock",11-11-2024,The Van Buren,Phoenix,AZ,"1,800",20
05434,State Champs,"other, pop, rock",09-11-2024,House of Blues,Houston,TX,"22,309",20
05435,State Champs,"other, pop, rock",08-11-2024,Emo's,Austin,TX,"15,000",21
05436,State Champs,"other, pop, rock",20-10-2024,Las Vegas Festival Grounds,Winchester,NV,"85,000",11
05437,State Champs,"other, pop, rock",19-10-2024,Las Vegas Festival Grounds,Winchester,NV,"85,000",11
05438,State Champs,"other, pop, rock",18-10-2024,Zia Records,Las Vegas,NV,,10
05439,State Champs,"other, pop, rock",21-09-2024,Bottom Lounge,Chicago,IL,,17
05440,State Champs,"other, pop, rock",20-09-2024,Douglass Park,Chicago,IL,,10
05441,State Champs,"other, pop, rock",24-08-2024,Harrah's Stir Cove,Council Bluffs,IA,,12
05442,State Champs,"other, pop, rock",22-06-2024,Carrie Furnace,Pittsburgh,PA,,10
05443,Dylan Schneider,"country, pop, rock",15-11-2024,"Xcite Center, Parx Casino",Bensalem,PA,,10
05444,Dylan Schneider,"country, pop, rock",12-10-2024,Voodoo Room,San Diego,CA,,20
05445,Dylan Schneider,"country, pop, rock",11-10-2024,Stoney's Rockin' Country,Las Vegas,NV,,20
05446,Dylan Schneider,"country, pop, rock",10-10-2024,Valley Bar,Phoenix,AZ,,20
05447,Dylan Schneider,"country, pop, rock",08-10-2024,Troubadour,West Hollywood,CA,2500,20
05448,Dylan Schneider,"country, pop, rock",05-10-2024,Goldfield Trading Post,Sacramento,CA,,20
05449,Dylan Schneider,"country, pop, rock",04-10-2024,Ponderosa Lounge,Portland,OR,,19
05450,Dylan Schneider,"country, pop, rock",01-10-2024,Tractor Tavern,Seattle,WA,,20
05451,Dylan Schneider,"country, pop, rock",14-09-2024,MidFlorida Credit Union Amphitheatre,Tampa,FL,"20,000",10
05452,Dylan Schneider,"country, pop, rock",12-09-2024,iTHINK Financial Amphitheatre,West Palm Beach,FL,"20,000",10
05453,Dylan Schneider,"country, pop, rock",05-09-2024,Somerset Amphitheater,Somerset,WI,"40,000",10
05454,Dylan Schneider,"country, pop, rock",09-06-2024,Myrtle Beach Boardwalk,Myrtle Beach,SC,,10
05455,Dylan Schneider,"country, pop, rock",02-02-2024,The Intersection,Grand Rapids,MI,,10
05456,Dylan Schneider,"country, pop, rock",01-02-2024,Joe's Bar,Chicago,IL,,10
05457,Dylan Schneider,"country, pop, rock",13-01-2024,Irving Plaza,New York City,NY,"1,025",10
05458,Dylan Schneider,"country, pop, rock",04-01-2024,Georgia Theatre,Athens,GA,,10
05459,Tanner Adell,pop,12-12-2024,Joe's Bar,Chicago,IL,,18
05460,Tanner Adell,pop,23-11-2024,CPKC Stadium,Kansas City,MO,,10
05461,Tanner Adell,pop,26-10-2024,Piedmont Park,Atlanta,GA,,10
05462,Tanner Adell,pop,04-10-2024,Zilker Park,Austin,TX,,10
05463,Tanner Adell,pop,04-07-2024,Hudson Yards,New York,NY,,10
05464,Tanner Adell,pop,30-06-2024,Peacock Theater,Los Angeles,CA,"6,300",10
05465,Tanner Adell,pop,27-06-2024,Azura Amphitheater,Bonner Springs,KS,"18,000",10
05466,Tanner Adell,pop,08-06-2024,Nissan Stadium,Nashville,TN,"20,000",10
05467,Gavin Adcock,pop,12-12-2024,Zouk Nightclub,Las Vegas,NV,,10
05468,Gavin Adcock,pop,07-12-2024,Stage AE,Pittsburgh,PA,"13,592",10
05469,Gavin Adcock,pop,06-12-2024,The Jefferson Theater,Charlottesville,VA,,10
05470,Gavin Adcock,pop,05-12-2024,The Ramkat,Winston-Salem,NC,,10
05471,Gavin Adcock,pop,26-10-2024,The Foundry at Judson Mill,Greenville,SC,,22
05472,Gavin Adcock,pop,12-10-2024,Egyptian Room at Old National Centre,Indianapolis,IN,,10
05473,Gavin Adcock,pop,19-09-2024,The Majestic,Fort Smith,AR,,10
05474,Gavin Adcock,pop,07-09-2024,Billy Bob's,Fort Worth,TX,"14,000",10
05475,Gavin Adcock,pop,10-08-2024,XRoads41,Oshkosh,WI,,10
05476,Gavin Adcock,pop,27-07-2024,The Orange Peel,Asheville,NC,"1,050",10
05477,Gavin Adcock,pop,26-07-2024,Anderson Sports & Entertainment Center,Anderson,SC,,10
05478,Gavin Adcock,pop,19-07-2024,York Farms,Cullman,AL,,10
05479,Gavin Adcock,pop,29-06-2024,Schuyler County Fairgrounds,Rushville,IL,,10
05480,Gavin Adcock,pop,28-06-2024,Brick's Offroad Park,Poplar Bluff,MO,,10
05481,Gavin Adcock,pop,27-06-2024,The Hall,Little Rock,AR,,10
05482,Gavin Adcock,pop,21-06-2024,The Grounds,Mobile,AL,,10
05483,Gavin Adcock,pop,08-06-2024,Myrtle Beach Boardwalk,Myrtle Beach,SC,,10
05484,Gavin Adcock,pop,07-06-2024,Majestic Oaks Ocala,Reddick,FL,,10
05485,Gavin Adcock,pop,19-05-2024,The Majestic,Fort Smith,AR,,24
05486,Gavin Adcock,pop,20-04-2024,Boyd County Fairgrounds,Ashland,KY,,10
05487,Gavin Adcock,pop,12-04-2024,Athens Fairgrounds,Winterville,GA,,10
05488,Gavin Adcock,pop,02-02-2024,The Barrelhouse Ballroom,Chattanooga,TN,,10
05489,Fousheé,"other, pop, r&b",30-11-2024,The Independent,San Francisco,CA,,10
05490,The Front Bottoms,"indie, other, pop, rock",14-12-2024,Hard Rock Live at the Etess Arena,Atlantic City,NJ,,27
05491,The Front Bottoms,"indie, other, pop, rock",04-12-2024,Tabernacle,Atlanta,GA,,24
05492,The Front Bottoms,"indie, other, pop, rock",03-12-2024,House of Blues,Houston,TX,"22,309",25
05493,The Front Bottoms,"indie, other, pop, rock",02-12-2024,House of Blues,Houston,TX,"22,309",22
05494,The Front Bottoms,"indie, other, pop, rock",30-11-2024,The Fillmore,Philadelphia,PA,"8,722",24
05495,The Front Bottoms,"indie, other, pop, rock",29-11-2024,House of Blues,Houston,TX,"22,309",21
05496,The Front Bottoms,"indie, other, pop, rock",27-11-2024,House of Blues,Houston,TX,"22,309",23
05497,The Front Bottoms,"indie, other, pop, rock",26-11-2024,Stubb's Bar-B-Q,Austin,TX,,22
05498,The Front Bottoms,"indie, other, pop, rock",24-11-2024,The Van Buren,Phoenix,AZ,"1,800",26
05499,The Front Bottoms,"indie, other, pop, rock",23-11-2024,House of Blues,Houston,TX,"22,309",26
05500,The Front Bottoms,"indie, other, pop, rock",22-11-2024,House of Blues,Houston,TX,"22,309",25
05501,The Front Bottoms,"indie, other, pop, rock",21-11-2024,House of Blues,Houston,TX,"22,309",10
05502,The Front Bottoms,"indie, other, pop, rock",26-10-2024,The Fillmore Silver Spring,Silver Spring,MD,,24
05503,The Front Bottoms,"indie, other, pop, rock",23-10-2024,House of Blues,Houston,TX,"22,309",24
05504,The Front Bottoms,"indie, other, pop, rock",22-10-2024,House of Blues,Houston,TX,"22,309",23
05505,The Front Bottoms,"indie, other, pop, rock",20-10-2024,Mercury Ballroom,Louisville,KY,,23
05506,The Front Bottoms,"indie, other, pop, rock",19-10-2024,Mercury Ballroom,Louisville,KY,,21
05507,The Front Bottoms,"indie, other, pop, rock",18-10-2024,GLC Live at 20 Monroe,Grand Rapids,MI,,21
05508,The Front Bottoms,"indie, other, pop, rock",16-10-2024,Roxian Theatre,McKees Rocks,PA,"2,500",23
05509,The Front Bottoms,"indie, other, pop, rock",15-10-2024,Roxian Theatre,McKees Rocks,PA,"2,500",23
05510,The Front Bottoms,"indie, other, pop, rock",14-10-2024,"Cambridge Room, House of Blues",Cleveland,OH,,22
05511,The Front Bottoms,"indie, other, pop, rock",13-10-2024,House of Blues,Houston,TX,"22,309",22
05512,The Front Bottoms,"indie, other, pop, rock",27-09-2024,Bogart's,Cincinnati,OH,,24
05513,The Front Bottoms,"indie, other, pop, rock",25-09-2024,The Pageant,St. Louis,MO,"2,300",24
05514,The Front Bottoms,"indie, other, pop, rock",24-09-2024,Val Air Ballroom,West Des Moines,IA,,25
05515,The Front Bottoms,"indie, other, pop, rock",21-09-2024,Fillmore Minneapolis,Minneapolis,MN,,20
05516,The Front Bottoms,"indie, other, pop, rock",20-09-2024,Uptown Theater,Kansas City,MO,"1,700",23
05517,The Front Bottoms,"indie, other, pop, rock",18-09-2024,Clyde Theatre,Fort Wayne,IN,,23
05518,The Front Bottoms,"indie, other, pop, rock",17-09-2024,Saint Andrew's Hall,Detroit,MI,"1,000",23
05519,The Front Bottoms,"indie, other, pop, rock",14-09-2024,Landmark Theatre,Syracuse,NY,"2,800",25
05520,The Front Bottoms,"indie, other, pop, rock",13-09-2024,Citizens House of Blues Boston,Boston,MA,,23
05521,The Front Bottoms,"indie, other, pop, rock",12-09-2024,Citizens House of Blues Boston,Boston,MA,,22
05522,The Front Bottoms,"indie, other, pop, rock",18-05-2024,Levitt Pavilion SteelStacks,Bethlehem,PA,,25
05523,The Front Bottoms,"indie, other, pop, rock",17-05-2024,College Street Music Hall,New Haven,CT,,24
05524,The Front Bottoms,"indie, other, pop, rock",15-05-2024,Buffalo RiverWorks,Buffalo,NY,,24
05525,The Front Bottoms,"indie, other, pop, rock",13-05-2024,The Queen,Wilmington,DE,,27
05526,The Front Bottoms,"indie, other, pop, rock",11-05-2024,Washington Park,Albany,NY,,22
05527,The Front Bottoms,"indie, other, pop, rock",10-05-2024,Hampton Beach Casino Ballroom,Hampton,NH,"2,200",25
05528,The Front Bottoms,"indie, other, pop, rock",09-05-2024,State Theatre,Ithaca,NY,"1,600",25
05529,hannah bahng,k-pop,16-12-2024,The Echo,Los Angeles,CA,,10
05530,hannah bahng,k-pop,13-12-2024,Moroccan Lounge,Los Angeles,CA,,10
05531,hannah bahng,k-pop,10-12-2024,Rickshaw Stop,San Francisco,CA,,11
05532,hannah bahng,k-pop,08-12-2024,Subterranean,Chicago,IL,,10
05533,hannah bahng,k-pop,07-12-2024,Subterranean,Chicago,IL,,10
05534,hannah bahng,k-pop,05-12-2024,Mercury Lounge,New York,NY,,10
05535,hannah bahng,k-pop,03-12-2024,White Oak Upstairs,Houston,TX,,11
05536,hannah bahng,k-pop,02-12-2024,House of Blues Cambridge Room,Dallas,TX,,10
05537,42 Dugg,hip hop,03-11-2024,The Beacham,Orlando,FL,"1,250",10
05538,42 Dugg,hip hop,21-10-2024,Irving Plaza,New York City,NY,"1,025",10
05539,42 Dugg,hip hop,01-06-2024,United Center,Chicago,IL,"23,500",10
05540,42 Dugg,hip hop,19-01-2024,Little Caesars Arena,Detroit,MI,"22,000",47
05541,William Beckmann,country,11-12-2024,Brauntex Performing Arts Theatre,New Braunfels,TX,,25
05542,William Beckmann,country,16-11-2024,Lowbrow Palace,El Paso,TX,,24
05543,William Beckmann,country,07-11-2024,The Tap,College Station,TX,,10
05544,William Beckmann,country,17-02-2024,Southern Junction Nightclub & Steakhouse,Royse City,TX,,10
05545,William Beckmann,country,27-01-2024,Smokin' Tuna Saloon,Key West,FL,,10
05546,William Beckmann,country,26-01-2024,The Backyard Bar,Key West,FL,,10
05547,William Beckmann,country,23-01-2024,Truman Waterfront,Key West,FL,,10
05548,William Beckmann,country,08-01-2024,The Steamboat Grand,Steamboat Springs,CO,,10
05549,The Panhandlers,country,18-01-2024,Bronze Peacock Room @ House of Blues,Houston,TX,,24
05550,The Panhandlers,country,12-01-2024,Cotillion Ballroom,Wichita,KS,,10
05551,Jamie Miller,pop,15-05-2024,The Echo,Los Angeles,CA,,12
05552,Jamie Miller,pop,01-05-2024,Amsterdam Bar and Hall,St. Paul,MN,,12
05553,Jamie Miller,pop,28-04-2024,Aisle 5,Atlanta,GA,,10
05554,Jamie Miller,pop,25-04-2024,Le Poisson Rouge,New York,NY,,14
05555,Ashley Cooke,"country, pop",15-11-2024,District 142,Wyandotte,MI,,19
05556,Ashley Cooke,"country, pop",14-11-2024,Mercury Ballroom,Louisville,KY,,10
05557,Ashley Cooke,"country, pop",02-11-2024,Druid City Music Hall,Tuscaloosa,AL,,10
05558,Ashley Cooke,"country, pop",31-08-2024,Catholic Health Amphitheater at Bald Hill,Farmingdale,NY,"7,000",10
05559,Ashley Cooke,"country, pop",01-08-2024,Van Andel Arena,Grand Rapids,MI,"12,860",10
05560,Ashley Cooke,"country, pop",25-07-2024,Thompson-Boling Arena,Knoxville,TN,,10
05561,Ashley Cooke,"country, pop",24-07-2024,Grand Ole Opry House,Nashville,TN,"2,362",10
05562,Ashley Cooke,"country, pop",19-07-2024,Hartford HealthCare Amphitheater,Bridgeport,CT,,10
05563,Ashley Cooke,"country, pop",15-06-2024,Alameda County Fairgrounds,Pleasanton,CA,,10
05564,Ashley Cooke,"country, pop",14-05-2024,Ford Center at The Star,Frisco,TX,,10
05565,Ashley Cooke,"country, pop",28-04-2024,Empire Polo Club,Indio,CA,"90,000",10
05566,Ashley Cooke,"country, pop",18-04-2024,Dow Event Center,Saginaw,MI,7600,10
05567,Ashley Cooke,"country, pop",07-03-2024,One Thirteen Brewhouse and Rooftop Bar,Greensboro,NC,,10
05568,Ashley Cooke,"country, pop",02-03-2024,iTHINK Financial Amphitheatre,West Palm Beach,FL,"20,000",10
05569,Larry Fleet,pop,13-12-2024,The Showroom at Golden Nugget Casino,Las Vegas,NV,,10
05570,Larry Fleet,pop,14-11-2024,Reynolds Performance Hall,Conway,AR,,10
05571,Larry Fleet,pop,10-11-2024,Fluor Field,Greenville,SC,,10
05572,Larry Fleet,pop,09-11-2024,Old McDonald's Farm,Sale Creek,TN,,10
05573,Larry Fleet,pop,02-11-2024,Grand Ole Opry House,Nashville,TN,"2,362",10
05574,Larry Fleet,pop,25-10-2024,The Castle Theatre,Bloomington,IL,,10
05575,Larry Fleet,pop,19-10-2024,Bank of America Stadium,Charlotte,NC,"74,867",10
05576,Larry Fleet,pop,18-10-2024,Bank of America Stadium,Charlotte,NC,"74,867",10
05577,Larry Fleet,pop,11-10-2024,Cynthia Woods Mitchell Pavilion,The Woodlands,TX,"6,500",10
05578,Larry Fleet,pop,04-10-2024,Raymond James Stadium,Tampa,FL,"69,218",10
05579,Larry Fleet,pop,09-08-2024,XRoads41,Oshkosh,WI,,10
05580,Larry Fleet,pop,02-08-2024,Stable Hall,San Antonio,TX,,10
05581,Larry Fleet,pop,25-07-2024,KC Live in the Power & Light District,Kansas City,MO,,20
05582,Larry Fleet,pop,22-06-2024,The Rooftop at Pier 17,New York City,NY,"3,500",10
05583,Larry Fleet,pop,21-06-2024,Hartford HealthCare Amphitheater,Bridgeport,CT,,10
05584,Larry Fleet,pop,14-06-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",10
05585,Larry Fleet,pop,07-06-2024,Veterans United Home Loans Amphitheater at Virginia Beach,Virginia Beach,VA,,10
